,user_id,order_frequency_per_week
372,26421,4.0
373,10537,0.0
374,23097,0.0
375,12007,0.0
376,17130,0.0
377,141,6.0
378,13905,4.0
379,25491,5.0
380,14237,0.0
381,2648,8.0
382,28328,0.0
383,22754,1.0
384,14447,1.0
385,26463,0.0
386,2546,0.0
387,9651,0.0
388,12404,0.0
389,17175,0.0
390,20505,0.0
391,2198,0.0
392,15215,4.0
393,23196,0.0
394,24746,2.0
395,17666,0.0
396,7670,5.0
397,25961,1.0
398,2380,2.0
399,21802,0.0
400,4193,0.0
401,28467,0.0
402,11748,0.0
403,22277,0.0
404,19455,0.0
405,18160,1.0
406,16875,5.0
407,884,0.0
408,13832,2.0
409,7173,6.0
410,20330,3.0
411,4711,4.0
412,21697,0.0
413,17479,0.0
414,12814,0.0
415,20144,3.0
416,12079,0.0
417,7089,2.0
418,26021,0.0
419,21002,0.0
420,18254,0.0
421,6938,3.0
422,330,2.0
423,11358,0.0
424,9224,4.0
425,18936,4.0
426,1433,5.0
427,17176,0.0
428,1564,5.0
429,14995,0.0
430,27062,0.0
431,12152,0.0
432,26,0.0
433,11539,2.0
434,19449,2.0
435,28282,3.0
436,8345,3.0
437,15512,0.0
438,23949,4.0
439,3456,0.0
440,1946,0.0
441,10660,3.0
442,2030,4.0
443,24078,0.0
444,12230,0.0
445,4401,0.0
446,1053,4.0
447,21580,0.0
448,3309,0.0
449,27694,9.0
450,20411,4.0
451,18949,6.0
452,16427,1.0
453,17803,1.0
454,19084,7.0
455,12439,0.0
456,4104,0.0
457,27779,0.0
458,13638,0.0
459,13999,4.0
460,12094,4.0
461,7705,4.0
462,9912,1.0
463,13257,0.0
464,1666,4.0
465,14357,6.0
466,18472,0.0
467,6319,1.0
468,12195,1.0
469,18036,2.0
470,23523,2.0
471,9441,0.0
472,23613,8.0
473,16453,4.0
474,19554,0.0
475,4174,0.0
476,22153,0.0
477,19058,5.0
478,11161,0.0
479,20081,0.0
480,10037,5.0
481,12040,0.0
482,17723,2.0
483,12434,1.0
484,1248,1.0
485,20046,0.0
486,19229,0.0
487,16293,2.0
488,3169,0.0
489,12627,0.0
490,15795,7.0
491,11166,4.0
492,19172,5.0
493,19504,0.0
494,27941,1.0
495,5663,2.0
496,21202,0.0
497,15970,0.0
498,19203,3.0
499,23249,2.0
500,18485,0.0
501,13420,0.0
502,10946,0.0
503,26619,2.0
504,25156,0.0
505,5486,5.0
506,6974,0.0
507,11800,0.0
508,1962,0.0
509,16150,2.0
510,21040,0.0
511,23714,8.0
512,17543,1.0
513,5811,1.0
514,22438,0.0
515,2027,4.0
516,12168,3.0
517,10790,5.0
518,17560,10.0
519,18007,6.0
520,2736,0.0
521,19954,2.0
522,27592,0.0
523,22472,0.0
524,15744,0.0
525,13998,0.0
526,15583,0.0
527,15080,0.0
528,3621,0.0
529,28181,0.0
530,12004,0.0
531,14638,6.0
532,26702,5.0
533,21095,3.0
534,23573,0.0
535,4944,0.0
536,19538,2.0
537,18427,0.0
538,21643,2.0
539,1359,5.0
540,5806,0.0
541,20190,6.0
542,4833,0.0
543,4714,0.0
544,11175,7.0
545,26096,0.0
546,17431,4.0
547,21206,0.0
548,19358,0.0
549,26440,5.0
550,26361,1.0
551,21213,4.0
552,21570,2.0
553,11361,0.0
554,19431,3.0
555,7679,4.0
556,19833,1.0
557,27448,0.0
558,9829,0.0
559,18029,0.0
560,21110,0.0
561,12314,1.0
562,12389,0.0
563,17815,7.0
564,4976,0.0
565,628,0.0
566,12938,0.0
567,27533,0.0
568,4494,9.0
569,28478,3.0
570,20012,0.0
571,12721,0.0
572,24287,3.0
573,15792,0.0
574,16817,0.0
575,3317,3.0
576,2051,5.0
577,15380,0.0
578,428,6.0
579,25768,0.0
580,1594,0.0
581,4108,1.0
582,1511,3.0
583,19068,0.0
584,20434,3.0
585,5150,0.0
586,27664,8.0
587,5274,4.0
588,11830,0.0
589,25286,0.0
590,21781,5.0
591,14826,0.0
592,28634,2.0
593,7378,1.0
594,4135,1.0
595,3227,0.0
596,14255,5.0
597,23313,0.0
598,21063,4.0
599,20992,0.0
600,16334,3.0
601,5304,1.0
602,56,0.0
603,19662,3.0
604,5852,1.0
605,187,0.0
606,19412,0.0
607,6271,0.0
608,26507,1.0
609,14108,2.0
610,21393,2.0
611,4206,0.0
612,5748,0.0
613,16501,0.0
614,19079,0.0
615,14288,0.0
616,24268,0.0
617,27806,0.0
618,20777,0.0
619,23816,0.0
620,10,0.0
621,26106,0.0
622,15947,0.0
623,27741,6.0
624,6664,7.0
625,23464,2.0
626,7258,0.0
627,20836,3.0
628,12635,6.0
629,26586,5.0
630,11518,4.0
631,10799,2.0
632,7382,4.0
633,19279,3.0
634,19156,0.0
635,1859,0.0
636,2321,0.0
637,12829,0.0
638,10613,0.0
639,7992,1.0
640,26952,4.0
641,17804,8.0
642,2599,0.0
643,23448,2.0
644,21741,4.0
645,28053,2.0
646,1788,0.0
647,13667,0.0
648,17603,0.0
649,21995,0.0
650,6792,2.0
651,5038,0.0
652,25777,6.0
653,7114,1.0
654,6406,4.0
655,6743,0.0
656,10606,0.0
657,21008,0.0
658,9730,2.0
659,1493,0.0
660,22635,5.0
661,21545,0.0
662,6140,0.0
663,27301,0.0
664,13245,2.0
665,315,0.0
666,182,0.0
667,27225,0.0
668,4398,2.0
669,528,0.0
670,12978,1.0
671,6542,2.0
672,28057,4.0
673,24969,4.0
674,11311,0.0
675,16535,0.0
676,26850,4.0
677,11841,0.0
678,966,1.0
679,6361,2.0
680,25650,0.0
681,8570,0.0
682,1893,5.0
683,23848,0.0
684,21674,1.0
685,12205,0.0
686,21958,0.0
687,17582,2.0
688,25589,2.0
689,1350,0.0
690,3560,0.0
691,20067,0.0
692,27442,4.0
693,1674,0.0
694,16410,4.0
695,3360,4.0
696,8159,6.0
697,20488,0.0
698,28077,0.0
699,140,1.0
700,12327,0.0
701,4451,4.0
702,15851,0.0
703,10991,2.0
704,9813,2.0
705,20373,0.0
706,22365,0.0
707,27240,10.0
708,28727,10.0
709,7148,0.0
710,14958,0.0
711,7028,1.0
712,18797,5.0
713,4795,0.0
714,11973,0.0
715,2332,2.0
716,16323,0.0
717,3923,0.0
718,20115,2.0
719,23253,0.0
720,4982,0.0
721,16518,1.0
722,10761,0.0
723,711,8.0
724,7090,0.0
725,5719,2.0
726,17084,1.0
727,9724,0.0
728,16418,0.0
729,16759,0.0
730,11523,0.0
731,27599,0.0
732,27203,0.0
733,22881,1.0
734,5208,1.0
735,21285,0.0
736,15556,4.0
737,19925,7.0
738,7524,6.0
739,24810,0.0
740,14780,5.0
741,1683,4.0
742,18494,0.0
743,15625,0.0
744,12619,0.0
745,15419,1.0
746,26981,3.0
747,2061,2.0
748,15389,1.0
749,25335,0.0
750,11185,0.0
751,15171,0.0
752,17974,6.0
753,28716,0.0
754,16252,0.0
755,13939,1.0
756,19892,0.0
757,6675,0.0
758,17494,0.0
759,383,0.0
760,14075,0.0
761,26519,0.0
762,21413,0.0
763,26245,3.0
764,17253,0.0
765,5092,5.0
766,19559,4.0
767,23731,1.0
768,27895,0.0
769,9668,6.0
770,14192,1.0
771,12764,2.0
772,3005,0.0
773,3116,0.0
774,7290,5.0
775,4515,0.0
776,23527,0.0
777,202,1.0
778,17031,6.0
779,3096,2.0
780,12405,3.0
781,8030,0.0
782,21430,1.0
783,27813,0.0
784,20668,2.0
785,24532,0.0
786,24765,0.0
787,15875,5.0
788,15342,3.0
789,15576,0.0
790,6518,8.0
791,14771,5.0
792,8924,5.0
793,10917,1.0
794,18522,0.0
795,15667,0.0
796,15393,3.0
797,10822,5.0
798,9209,0.0
799,24917,4.0
800,3773,0.0
801,3966,1.0
802,4800,2.0
803,27902,0.0
804,21251,2.0
805,6094,1.0
806,14699,4.0
807,12666,0.0
808,14247,0.0
809,13474,0.0
810,23113,0.0
811,14000,5.0
812,1799,7.0
813,26002,0.0
814,28699,0.0
815,6467,0.0
816,15108,0.0
817,16469,0.0
818,21172,0.0
819,2079,0.0
820,15067,0.0
821,5465,1.0
822,28552,3.0
823,23388,2.0
824,16217,0.0
825,16200,0.0
826,10023,0.0
827,7402,0.0
828,3731,0.0
829,703,0.0
830,9039,6.0
831,16282,0.0
832,24959,1.0
833,26802,0.0
834,25141,0.0
835,5181,0.0
836,17242,0.0
837,15791,3.0
838,12690,1.0
839,13149,1.0
840,17375,0.0
841,10346,0.0
842,6494,0.0
843,19712,0.0
844,23948,0.0
845,25002,0.0
846,8681,2.0
847,11345,0.0
848,2127,4.0
849,27539,8.0
850,11274,4.0
851,15451,10.0
852,11422,6.0
853,8646,0.0
854,2166,0.0
855,1964,4.0
856,18359,8.0
857,24745,0.0
858,18611,5.0
859,25301,0.0
860,25668,0.0
861,12322,5.0
862,22054,0.0
863,25146,1.0
864,7869,2.0
865,11606,1.0
866,483,0.0
867,4240,2.0
868,10306,2.0
869,15550,4.0
870,1513,3.0
871,7618,0.0
872,9924,3.0
873,1122,3.0
874,13029,4.0
875,11002,3.0
876,7693,1.0
877,19464,6.0
878,9434,5.0
879,18750,0.0
880,23583,0.0
881,5452,0.0
882,16397,0.0
883,4729,0.0
884,4012,0.0
885,447,2.0
886,5613,6.0
887,15000,0.0
888,13100,5.0
889,20109,3.0
890,3337,5.0
891,6605,2.0
892,18812,0.0
893,3692,0.0
894,16037,0.0
895,18600,9.0
896,195,3.0
897,6588,5.0
898,24193,2.0
899,18358,2.0
900,20936,0.0
901,21182,0.0
902,1765,7.0
903,23914,0.0
904,14820,0.0
905,13960,6.0
906,18185,0.0
907,16921,0.0
908,20072,0.0
909,8441,2.0
910,20690,3.0
911,10189,0.0
912,24272,0.0
913,2820,0.0
914,4392,3.0
915,15267,5.0
916,22135,3.0
917,12321,2.0
918,26607,0.0
919,10031,0.0
920,22100,0.0
921,17912,2.0
922,21536,1.0
923,11955,0.0
924,14368,0.0
925,21544,2.0
926,20814,7.0
927,5220,8.0
928,9705,0.0
929,21098,0.0
930,23956,0.0
931,23897,0.0
932,4490,0.0
933,26458,0.0
934,15748,0.0
935,19155,0.0
936,14365,0.0
937,27601,2.0
938,4548,0.0
939,15807,0.0
940,27289,3.0
941,10663,0.0
942,25693,0.0
943,14500,0.0
944,26166,0.0
945,8964,0.0
946,879,0.0
947,7758,0.0
948,28376,3.0
949,26989,1.0
950,14569,0.0
951,7203,2.0
952,19887,0.0
953,14614,0.0
954,21115,3.0
955,2549,6.0
956,17077,3.0
957,3938,5.0
958,4137,4.0
959,9865,0.0
960,24016,4.0
961,17166,0.0
962,9100,0.0
963,7343,0.0
964,8932,8.0
965,17732,0.0
966,7915,1.0
967,13711,2.0
968,10766,0.0
969,18126,5.0
970,16787,0.0
971,27305,0.0
972,15811,3.0
973,27526,0.0
974,10700,1.0
975,5593,0.0
976,372,5.0
977,19225,3.0
978,24756,0.0
979,8817,2.0
980,855,3.0
981,2610,1.0
982,24535,0.0
983,14027,2.0
984,938,2.0
985,8404,3.0
986,26116,2.0
987,7462,2.0
988,24549,0.0
989,25578,0.0
990,27926,5.0
991,26590,4.0
992,3667,1.0
993,4516,3.0
994,1563,2.0
995,1466,8.0
996,7737,1.0
997,5938,0.0
998,25204,0.0
999,4644,5.0
1000,26792,6.0
1001,21532,2.0
1002,14719,0.0
1003,25249,0.0
1004,27115,1.0
1005,22545,0.0
1006,2372,0.0
1007,22390,1.0
1008,22138,0.0
1009,13040,10.0
1010,3972,0.0
1011,16516,0.0
1012,6468,0.0
1013,26584,4.0
1014,1651,3.0
1015,3239,0.0
1016,14227,9.0
1017,19306,2.0
1018,18890,2.0
1019,14262,0.0
1020,26630,0.0
1021,15621,2.0
1022,21766,0.0
1023,114,4.0
1024,4622,0.0
1025,24257,2.0
1026,3603,2.0
1027,1973,0.0
1028,26281,0.0
1029,13799,0.0
1030,2297,0.0
1031,26924,0.0
1032,4537,7.0
1033,27117,5.0
1034,9022,0.0
1035,22614,0.0
1036,15589,0.0
1037,26328,6.0
1038,6957,0.0
1039,11442,7.0
1040,9377,0.0
1041,9011,3.0
1042,10118,3.0
1043,8040,0.0
1044,19061,0.0
1045,18078,0.0
1046,8711,5.0
1047,18225,0.0
1048,26841,0.0
1049,27337,0.0
1050,17140,0.0
1051,9894,0.0
1052,27125,1.0
1053,26940,1.0
1054,27127,0.0
1055,14668,4.0
1056,6244,0.0
1057,17828,0.0
1058,5924,4.0
1059,16289,4.0
1060,2089,0.0
1061,5765,3.0
1062,24574,0.0
1063,15740,2.0
1064,22806,3.0
1065,6722,2.0
1066,1510,2.0
1067,28268,1.0
1068,25520,0.0
1069,9318,1.0
1070,13120,1.0
1071,6592,10.0
1072,20206,0.0
1073,889,0.0
1074,25164,0.0
1075,27804,0.0
1076,2536,0.0
1077,17398,2.0
1078,10705,0.0
1079,11363,2.0
1080,22988,0.0
1081,28493,0.0
1082,7825,3.0
1083,4641,0.0
1084,27030,2.0
1085,1727,12.0
1086,10717,0.0
1087,14181,0.0
1088,6632,4.0
1089,23421,0.0
1090,16974,0.0
1091,21339,6.0
1092,5777,4.0
1093,13896,2.0
1094,435,0.0
1095,11963,0.0
1096,11807,0.0
1097,13843,0.0
1098,22166,2.0
1099,18178,0.0
1100,512,0.0
1101,6798,1.0
1102,1721,1.0
1103,17867,0.0
1104,7665,3.0
1105,2043,8.0
1106,12710,0.0
1107,12649,0.0
1108,13503,0.0
1109,12271,0.0
1110,2492,0.0
1111,1362,1.0
1112,24224,0.0
1113,4954,2.0
1114,23579,5.0
1115,22289,2.0
1116,27722,1.0
1117,12254,10.0
1118,11571,6.0
1119,7138,6.0
1120,3006,1.0
1121,18226,8.0
1122,25316,0.0
1123,5579,9.0
1124,26167,3.0
1125,25073,3.0
1126,5256,0.0
1127,17824,0.0
1128,19307,0.0
1129,22237,6.0
1130,20142,2.0
1131,3385,0.0
1132,22095,2.0
1133,17316,0.0
1134,12047,0.0
1135,4962,0.0
1136,26075,0.0
1137,2923,0.0
1138,28503,7.0
1139,13553,0.0
1140,5118,0.0
1141,10322,2.0
1142,13027,0.0
1143,6370,0.0
1144,14942,5.0
1145,944,0.0
1146,12486,0.0
1147,15845,0.0
1148,11155,5.0
1149,2960,0.0
1150,5277,1.0
1151,27890,3.0
1152,1310,0.0
1153,21604,2.0
1154,9210,0.0
1155,6351,0.0
1156,1183,5.0
1157,2741,0.0
1158,6000,0.0
1159,12097,1.0
1160,9320,0.0
1161,17005,0.0
1162,15029,0.0
1163,7259,3.0
1164,18104,0.0
1165,8724,5.0
1166,8373,0.0
1167,16883,0.0
1168,27239,2.0
1169,13760,0.0
1170,3058,0.0
1171,19979,0.0
1172,9639,0.0
1173,2933,4.0
1174,8777,4.0
1175,5575,0.0
1176,13274,0.0
1177,237,0.0
1178,321,2.0
1179,16713,0.0
1180,24856,4.0
1181,14955,3.0
1182,1170,0.0
1183,23158,2.0
1184,27184,0.0
1185,25649,4.0
1186,19614,0.0
1187,7959,7.0
1188,28049,0.0
1189,12966,0.0
1190,20080,3.0
1191,17652,1.0
1192,10715,0.0
1193,23611,3.0
1194,9285,0.0
1195,16030,7.0
1196,4203,0.0
1197,28048,0.0
1198,23722,0.0
1199,10913,4.0
1200,2211,10.0
1201,25007,0.0
1202,20999,0.0
1203,24536,2.0
1204,6035,0.0
1205,22611,2.0
1206,24391,0.0
1207,5522,0.0
1208,18854,0.0
1209,10051,0.0
1210,323,3.0
1211,15700,2.0
1212,1953,3.0
1213,696,0.0
1214,8028,0.0
1215,2318,0.0
1216,12031,1.0
1217,8581,5.0
1218,25166,0.0
1219,14150,3.0
1220,5580,1.0
1221,23314,0.0
1222,7790,4.0
1223,18374,3.0
1224,24120,0.0
1225,24848,4.0
1226,119,0.0
1227,21819,0.0
1228,10875,1.0
1229,25029,0.0
1230,8202,0.0
1231,7420,2.0
1232,7116,1.0
1233,21842,1.0
1234,17012,3.0
1235,6193,3.0
1236,6818,0.0
1237,1376,0.0
1238,27921,2.0
1239,19141,3.0
1240,26156,0.0
1241,26432,0.0
1242,15180,0.0
1243,28686,2.0
1244,10931,0.0
1245,23224,3.0
1246,19665,1.0
1247,5940,0.0
1248,9907,0.0
1249,18032,0.0
1250,21719,0.0
1251,20947,3.0
1252,5260,0.0
1253,24107,4.0
1254,17408,0.0
1255,1763,4.0
1256,20955,2.0
1257,7460,1.0
1258,8988,0.0
1259,18683,2.0
1260,23506,2.0
1261,18069,0.0
1262,11765,0.0
1263,25475,0.0
1264,21944,0.0
1265,13515,6.0
1266,15450,0.0
1267,19760,1.0
1268,23471,0.0
1269,13540,0.0
1270,18728,5.0
1271,28085,0.0
1272,4702,6.0
1273,19726,0.0
1274,8238,0.0
1275,14015,2.0
1276,709,6.0
1277,14785,3.0
1278,21106,2.0
1279,1024,0.0
1280,27384,1.0
1281,25467,4.0
1282,8997,0.0
1283,26574,0.0
1284,21841,0.0
1285,19351,0.0
1286,2404,4.0
1287,833,2.0
1288,17651,1.0
1289,3356,1.0
1290,18214,0.0
1291,3207,1.0
1292,5657,1.0
1293,4930,1.0
1294,21931,0.0
1295,20101,5.0
1296,22742,0.0
1297,20200,0.0
1298,25512,4.0
1299,773,2.0
1300,20986,0.0
1301,3619,0.0
1302,6353,0.0
1303,8050,0.0
1304,17418,3.0
1305,12043,2.0
1306,10745,4.0
1307,15371,0.0
1308,172,3.0
1309,3109,0.0
1310,18729,0.0
1311,21590,0.0
1312,5393,4.0
1313,14855,1.0
1314,23616,2.0
1315,18139,0.0
1316,1245,3.0
1317,9499,2.0
1318,21764,6.0
1319,16923,0.0
1320,12641,5.0
1321,8246,2.0
1322,20889,0.0
1323,27334,0.0
1324,21989,4.0
1325,19975,0.0
1326,14765,0.0
1327,1601,4.0
1328,18526,0.0
1329,28061,0.0
1330,11902,0.0
1331,27782,2.0
1332,6865,0.0
1333,12809,0.0
1334,9742,0.0
1335,20437,2.0
1336,6492,0.0
1337,13777,5.0
1338,21431,0.0
1339,1738,0.0
1340,8797,0.0
1341,27412,3.0
1342,8271,3.0
1343,25182,2.0
1344,21685,2.0
1345,21167,0.0
1346,28426,0.0
1347,1986,4.0
1348,14880,0.0
1349,20318,0.0
1350,22213,0.0
1351,20277,2.0
1352,5350,0.0
1353,20941,2.0
1354,17170,2.0
1355,23110,1.0
1356,8350,0.0
1357,20333,4.0
1358,8204,0.0
1359,20295,3.0
1360,14886,0.0
1361,807,3.0
1362,7798,2.0
1363,16655,4.0
1364,3046,0.0
1365,17520,0.0
1366,22980,0.0
1367,21587,0.0
1368,9929,0.0
1369,5235,0.0
1370,16779,0.0
1371,19286,0.0
1372,15332,0.0
1373,26572,5.0
1374,17270,0.0
1375,4467,0.0
1376,4483,0.0
1377,18410,0.0
1378,24902,4.0
1379,11008,0.0
1380,27132,2.0
1381,8615,0.0
1382,6221,5.0
1383,2038,2.0
1384,15636,3.0
1385,7785,0.0
1386,8782,1.0
1387,3416,0.0
1388,20107,0.0
1389,17260,0.0
1390,2337,0.0
1391,8766,2.0
1392,6018,0.0
1393,7940,0.0
1394,21420,0.0
1395,18745,3.0
1396,6060,2.0
1397,18065,0.0
1398,16018,1.0
1399,734,0.0
1400,20438,0.0
1401,6229,0.0
1402,27249,4.0
1403,7621,0.0
1404,24340,0.0
1405,15803,0.0
1406,25695,2.0
1407,23108,0.0
1408,13821,6.0
1409,729,0.0
1410,19506,0.0
1411,531,2.0
1412,15513,4.0
1413,12639,0.0
1414,24977,0.0
1415,28660,1.0
1416,7409,0.0
1417,689,0.0
1418,23231,3.0
1419,12893,0.0
1420,2779,3.0
1421,26376,3.0
1422,15742,2.0
1423,11093,0.0
1424,12849,1.0
1425,7902,0.0
1426,17987,7.0
1427,23712,0.0
1428,882,5.0
1429,11278,0.0
1430,3099,3.0
1431,9254,0.0
1432,14205,0.0
1433,3401,0.0
1434,12866,0.0
1435,9383,0.0
1436,20286,0.0
1437,11095,0.0
1438,22354,0.0
1439,22501,0.0
1440,1064,0.0
1441,20599,0.0
1442,3874,0.0
1443,9427,0.0
1444,9399,2.0
1445,6955,2.0
1446,11353,0.0
1447,24388,0.0
1448,19880,0.0
1449,26864,0.0
1450,7630,0.0
1451,4509,5.0
1452,3398,0.0
1453,15701,3.0
1454,3004,10.0
1455,3784,0.0
1456,13790,2.0
1457,17711,2.0
1458,18136,5.0
1459,14376,2.0
1460,19886,1.0
1461,18479,0.0
1462,18114,6.0
1463,16931,0.0
1464,10281,0.0
1465,12715,3.0
1466,15955,3.0
1467,19365,1.0
1468,17750,2.0
1469,12512,0.0
1470,20465,0.0
1471,22167,0.0
1472,27949,0.0
1473,11787,7.0
1474,10754,2.0
1475,15388,11.0
1476,13342,3.0
1477,23520,0.0
1478,22581,1.0
1479,14977,0.0
1480,19890,1.0
1481,28211,0.0
1482,2238,0.0
1483,11086,3.0
1484,19811,1.0
1485,11365,0.0
1486,26028,2.0
1487,22481,0.0
1488,18717,0.0
1489,13812,0.0
1490,1958,0.0
1491,8947,0.0
1492,13802,0.0
1493,5800,1.0
1494,2515,1.0
1495,6368,5.0
1496,10102,7.0
1497,11291,0.0
1498,14733,3.0
1499,9778,2.0
1500,28107,0.0
1501,24311,4.0
